# 2017-02-28 19:03:39.686
#
# origin = GSFC Planetary Spectrum Generator, Villanueva et al.
#
        wave             fluxd
 2.904387045 0.000174943046831
 2.933430916 0.000109034615161
 2.962765225 6.57838201013e-05
 2.992392877 6.27654253326e-05
 3.022316806 8.06281255389e-05
 3.052539974 4.63057924595e-05
 3.083065373 5.80501568446e-06
 3.113896027 3.45378513305e-06
 3.145034987 2.39578170212e-06
 3.176485337 9.26217546792e-07
 3.208250191 2.29614989495e-06
 3.240332693 2.86649428406e-05
  3.27273602 0.000132702331444
  3.30546338 0.000254019843551
 3.338518014 0.000340559274155
 3.371903194 0.000205299380489
 3.405622226 2.40343483747e-05
 3.439678448 5.09283823517e-05
 3.474075232 6.24932746357e-05
 3.508815985 0.000163184468026
 3.543904145 0.000127563867464
 3.579343186 5.04967284196e-05
 3.615136618 4.09873377617e-05
 3.651287984 7.75889095632e-06
 3.687800864 4.88396988963e-06
 3.724678873 5.14068574873e-06
 3.761925661 2.62973805065e-06
 3.799544918 6.54333640478e-07
 3.837540367 2.81595650043e-06
 3.875915771 1.55483471423e-06
 3.914674928 8.02906258942e-07
 3.953821678 7.53090682303e-07
 3.993359894 1.04015980105e-06
 4.033293493  1.0856254615e-06
 4.073626428 7.86046680183e-07
 4.114362693 7.02977180644e-07
  4.15550632 3.62645048351e-07
 4.197061383 1.92413290195e-07
 4.239031997 1.31357262409e-07
 4.281422317  2.3204153573e-07
  4.32423654 1.52320264468e-07
 4.367478905 1.01692278871e-06
 4.411153694 7.67527976226e-06
 4.455265231 3.12320562606e-05
 4.499817883 5.49315635804e-05
 4.544816062 8.09423349358e-05
 4.590264223 0.000195319737527
 4.636166865 0.000654030919742
 4.682528534 0.000558963213021
 4.729353819 0.000579805160837
 4.776647357 0.000182743368308
 4.824413831 9.88496409329e-05
 4.872657969 2.99156478835e-05
 4.921384549 7.34794904067e-05
 4.970598394  9.5643404371e-05
 5.020304378 3.61268762841e-05
 5.070507422 3.44549478181e-05
 5.121212496  6.1039236366e-05
 5.172424621 1.66375528547e-05
 5.224148867 2.52624064462e-05
 5.276390356 8.21921735029e-06
